Customer_ID,Recency,Frequency,Monetary_Value,Std_Deviation,R_Score,F_Score,M_Score,S_Score,RFMS_Score,Default_Proxy
CustomerId_1111,2217,3,-6.666666666666667,1000.0666644445926,1,2,1,3,7,1
CustomerId_1112,2160,6,3333.3333333333335,6088.2400303098,3,2,3,2,10,0
CustomerId_1113,2213,23,1291.304347826087,3184.930860313962,1,4,2,2,9,0
CustomerId_1114,2148,57,928.5087719298245,963.8325492311376,4,4,1,3,12,0
CustomerId_1116,2152,8,745.0,1039.2717230280607,4,3,1,3,11,0
CustomerId_1117,2221,1,4000.0,0.0,1,1,3,4,9,0
CustomerId_1118,2148,24,2916.6666666666665,6412.736421045005,4,4,3,2,13,0
CustomerId_1119,2174,7,778.5714285714286,410.13934914158835,2,2,1,4,9,0
CustomerId_1120,2210,2,980.0,1442.497833620557,1,1,1,3,6,1
CustomerId_1121,2164,7,1728.1457142857143,2428.372158867315,3,2,2,3,10,0
CustomerId_1122,2212,1,1850000.0,0.0,1,1,4,4,10,0
CustomerId_1123,2194,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_1124,2181,6,3166.6666666666665,7626.707459098367,2,2,3,1,8,1
CustomerId_1125,2179,1,5000.0,0.0,2,1,4,4,11,0
CustomerId_1127,2153,37,2490.135135135135,2946.553053637062,4,4,2,3,13,0
CustomerId_1129,2222,2,500.0,0.0,1,1,1,4,7,1
CustomerId_1130,2226,4,990.0,1833.1393836803572,1,2,1,3,7,1
CustomerId_1131,2149,11,1504.5454545454545,2194.9321795279398,4,3,2,3,12,0
CustomerId_1134,2149,9,375.55555555555554,430.80915470516385,4,3,1,4,12,0
CustomerId_1135,2172,14,5071.428571428572,10547.561043011032,3,3,4,1,11,0
CustomerId_1137,2202,20,4000.0,8911.199340392432,2,3,3,1,9,0
CustomerId_1140,2193,3,1250.0,3269.174207655505,2,2,2,2,8,1
CustomerId_1141,2157,49,2968.673469387755,5077.606347925152,3,4,3,2,12,0
CustomerId_1145,2187,4,2375.0,1887.4586088176875,2,2,2,3,9,0
CustomerId_1146,2195,6,3166.6666666666665,7626.707459098367,2,2,3,1,8,1
CustomerId_1147,2160,18,4444.444444444444,5843.268849682788,3,3,3,2,11,0
CustomerId_1150,2222,2,1000.0,0.0,1,1,1,4,7,1
CustomerId_1153,2206,1,3000.0,0.0,1,1,3,4,9,0
CustomerId_1154,2149,9,608.3333333333334,846.869234297716,4,3,1,3,11,0
CustomerId_1156,2150,368,4044.086956521739,8121.07295048366,4,4,3,1,12,0
CustomerId_1158,2237,8,3750.0,7094.061903149301,1,3,3,1,8,1
CustomerId_1159,2153,5,4000.0,6745.368781616021,4,2,3,2,11,0
CustomerId_1160,2148,15,3259.3333333333335,6929.972651632974,4,3,3,1,11,0
CustomerId_1161,2173,1,2500.0,0.0,3,1,2,4,10,0
CustomerId_1162,2153,7,637.8571428571429,1176.4277040503353,4,2,1,3,10,0
CustomerId_1163,2148,14,3571.4285714285716,7303.4689936125105,4,3,3,1,11,0
CustomerId_1164,2216,6,3166.6666666666665,7626.707459098367,1,2,3,1,7,1
CustomerId_1165,2183,5,10800.0,14515.508947329405,2,2,4,1,9,0
CustomerId_1169,2152,3,-16.666666666666668,1000.4165798972613,4,2,1,3,10,0
CustomerId_1170,2157,18,5948.555555555556,14101.364348768951,3,3,4,1,11,0
CustomerId_1171,2192,6,654.1666666666666,1373.9010760119036,2,2,1,3,8,1
CustomerId_1172,2162,84,2806.6630952380956,4417.996239581807,3,4,3,2,12,0
CustomerId_1174,2238,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_1175,2149,241,37106.64937759336,359409.4007452866,4,4,4,1,13,0
CustomerId_1177,2152,4,7219.5,12439.0,4,2,4,1,11,0
CustomerId_1179,2169,3,300.0,1539.4804318340653,3,2,1,3,9,0
CustomerId_1180,2160,67,2140.3880597014927,3254.1012488914794,3,4,2,2,11,0
CustomerId_1182,2153,4,2500.0,6757.711644237764,4,2,2,1,9,0
CustomerId_1183,2168,18,2504.1666666666665,5054.265016096918,3,3,2,2,10,0
CustomerId_1184,2222,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_1186,2225,4,1475.0,2665.0515942472857,1,2,2,3,8,1
CustomerId_1187,2202,7,5571.428571428572,9431.456989902512,2,2,4,1,9,0
CustomerId_1189,2185,2,1500.0,707.1067811865476,2,1,2,3,8,1
CustomerId_1190,2160,15,5333.333333333333,6183.695920571712,3,3,4,2,12,0
CustomerId_1191,2153,6,3416.6666666666665,6200.134407145273,4,2,3,2,11,0
CustomerId_1192,2152,22,1889.3181818181818,3086.743659222275,4,4,2,3,13,0
CustomerId_1193,2202,4,2250.0,6601.767440112787,2,2,2,2,8,1
CustomerId_1194,2202,4,2250.0,6601.767440112787,2,2,2,2,8,1
CustomerId_1195,2202,6,3166.6666666666665,6047.037842337905,2,2,3,2,9,0
CustomerId_1196,2195,6,3166.6666666666665,6266.31204670392,2,2,3,2,9,0
CustomerId_1197,2202,4,2250.0,6601.767440112787,2,2,2,2,8,1
CustomerId_1198,2202,4,2250.0,6601.767440112787,2,2,2,2,8,1
CustomerId_12,2232,1,-10000.0,0.0,1,1,1,4,7,1
CustomerId_1200,2195,4,2250.0,6601.767440112787,2,2,2,2,8,1
CustomerId_1201,2150,173,3135.9393063583816,8880.120804886395,4,4,3,1,12,0
CustomerId_1202,2149,29,4482.758620689655,6598.813148996527,4,4,3,2,13,0
CustomerId_1203,2149,45,856.2222222222222,1996.2786844172297,4,4,1,3,12,0
CustomerId_1204,2195,4,2250.0,6601.767440112787,2,2,2,2,8,1
CustomerId_1208,2233,9,2196.6666666666665,3365.0334322261942,1,3,2,2,8,1
CustomerId_1209,2167,6,5000.0,6511.528238439882,3,2,4,2,11,0
CustomerId_1210,2225,3,8333.333333333334,25181.01136438593,1,2,4,1,8,1
CustomerId_1211,2232,2,100000.0,0.0,1,1,4,4,10,0
CustomerId_1212,2198,17,2294.1176470588234,4928.992111506582,2,3,2,2,9,0
CustomerId_1214,2154,44,2382.3863636363635,5690.768175619785,3,4,2,2,11,0
CustomerId_1215,2222,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_1217,2195,9,3222.222222222222,6255.553088612104,2,3,3,2,10,0
CustomerId_1218,2149,72,1931.3194444444443,1964.8128235863244,4,4,2,3,13,0
CustomerId_1219,2174,6,641.6666666666666,841.080654079421,2,2,1,3,8,1
CustomerId_1220,2167,13,3076.923076923077,5488.040610599537,3,3,3,2,11,0
CustomerId_1221,2153,5,4000.0,6745.368781616021,4,2,3,2,11,0
CustomerId_1222,2158,45,1844.0,7714.81533685792,3,4,2,1,10,0
CustomerId_1223,2152,3,7166.666666666667,11116.804097101529,4,2,4,1,11,0
CustomerId_1224,2153,1,10000.0,0.0,4,1,4,4,13,0
CustomerId_1225,2157,1,1000.0,0.0,3,1,1,4,9,0
CustomerId_1226,2191,8,1337.5,2290.4693842092715,2,3,2,3,10,0
CustomerId_1227,2162,26,2816.6769230769232,3686.5900224796023,3,4,3,2,12,0
CustomerId_1228,2160,5,4000.0,6745.368781616021,3,2,3,2,10,0
CustomerId_1229,2164,3,-16.666666666666668,1000.4165798972613,3,2,1,3,9,0
CustomerId_1231,2184,1,2000.0,0.0,2,1,2,4,9,0
CustomerId_1232,2163,1,5000.0,0.0,3,1,4,4,12,0
CustomerId_1233,2176,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_1234,2202,12,3333.3333333333335,7270.404932243312,2,3,3,1,9,0
CustomerId_1235,2195,6,3166.6666666666665,6104.643041707408,2,2,3,2,9,0
CustomerId_1236,2192,8,1095.625,2169.185886620666,2,3,2,3,10,0
CustomerId_1237,2176,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_1238,2153,5,4000.0,6745.368781616021,4,2,3,2,11,0
CustomerId_1240,2193,6,5666.666666666667,7527.72652709081,2,2,4,1,9,0
CustomerId_1241,2174,7,4285.714285714285,6102.302453836194,2,2,3,2,9,0
CustomerId_1242,2153,152,5542.789473684211,9263.462969135824,4,4,4,1,13,0
CustomerId_1244,2235,1,5000.0,0.0,1,1,4,4,10,0
CustomerId_1245,2153,29,4655.172413793103,6136.98310054335,4,4,3,2,13,0
CustomerId_1246,2174,19,4157.894736842105,6048.536626460769,2,3,3,2,10,0
CustomerId_1247,2149,13,4615.384615384615,9197.26826779254,4,3,3,1,11,0
CustomerId_1250,2152,273,2424.539010989011,4614.518775738537,4,4,2,2,12,0
CustomerId_1252,2160,19,4210.526315789473,6058.317949255305,3,3,3,2,11,0
CustomerId_1253,2160,5,4000.0,6745.368781616021,3,2,3,2,10,0
CustomerId_1256,2181,6,3333.3333333333335,7814.516406449389,2,2,3,1,8,1
CustomerId_1257,2160,12,1418.75,1903.8359901190877,3,3,2,3,11,0
CustomerId_1258,2160,7,4285.714285714285,6163.448323633065,3,2,3,2,10,0
CustomerId_1259,2217,16,1075.84375,1617.5299246974278,1,3,2,3,9,0
CustomerId_1260,2153,9,4444.444444444444,6463.573143221772,4,3,3,2,12,0
CustomerId_1262,2174,9,1115.5555555555557,791.5034919555173,2,3,2,3,10,0
CustomerId_1263,2202,5,3800.0,6685.805860178712,2,2,3,2,9,0
CustomerId_1265,2170,97,2582.4742268041236,4735.234238514465,3,4,2,2,11,0
CustomerId_1266,2164,20,473.5,476.74085424396253,3,3,1,4,11,0
CustomerId_1267,2173,3,-6.666666666666667,1000.0666644445926,3,2,1,3,9,0
CustomerId_1268,2164,1,1000000.0,0.0,3,1,4,4,12,0
CustomerId_1269,2223,3,666.6666666666666,3785.9388972001825,1,2,1,2,6,1
CustomerId_1270,2158,33,1542.5454545454545,1915.43306282987,3,4,2,3,12,0
CustomerId_1271,2166,6,925.0,503.7360419902471,3,2,1,3,9,0
CustomerId_1272,2202,3,1500.0,866.0254037844386,2,2,2,3,9,0
CustomerId_1273,2216,6,3166.6666666666665,7626.707459098367,1,2,3,1,7,1
CustomerId_1274,2191,1,5000.0,0.0,2,1,4,4,11,0
CustomerId_1275,2148,253,2814.8478260869565,9503.242723171974,4,4,3,1,12,0
CustomerId_1276,2153,86,6761.627906976744,21603.4755842374,4,4,4,1,13,0
CustomerId_1277,2150,60,2681.8333333333335,7224.056208761435,4,4,3,1,12,0
CustomerId_1279,2202,7,4142.857142857143,7425.823667638301,2,2,3,1,8,1
CustomerId_1280,2169,44,2390.9772727272725,3286.966782214027,3,4,2,2,11,0
CustomerId_1281,2153,30,6000.0,9098.806287753849,4,4,4,1,13,0
CustomerId_1282,2161,1,10000.0,0.0,3,1,4,4,12,0
CustomerId_1283,2223,19,942.3684210526316,382.45685457844144,1,3,1,4,9,0
CustomerId_1285,2224,4,737.5,525.0,1,2,1,3,7,1
CustomerId_1286,2165,28,2652.464285714286,3371.4044631626152,3,4,3,2,12,0
CustomerId_1287,2209,7,4142.857142857143,7425.823667638301,1,2,3,1,7,1
CustomerId_1288,2150,14,1169.2857142857142,837.3260029193141,4,3,2,3,12,0
CustomerId_1294,2153,12,5348.166666666667,6787.470031185584,4,3,4,1,12,0
CustomerId_1295,2209,15,6143.333333333333,6625.676964514286,1,3,4,2,10,0
CustomerId_1296,2200,3,-175.0,761.1668673819164,2,2,1,3,8,1
CustomerId_1297,2213,1,5000.0,0.0,1,1,4,4,10,0
CustomerId_1298,2177,20,20399.0,43873.992044202416,2,3,4,1,10,0
CustomerId_1299,2177,36,6021.666666666667,14360.298743410596,2,4,4,1,11,0
CustomerId_13,2232,1,-10000.0,0.0,1,1,1,4,7,1
CustomerId_1300,2167,6,3333.3333333333335,6088.2400303098,3,2,3,2,10,0
CustomerId_1301,2160,18,5000.0,6240.28656958863,3,3,4,2,12,0
CustomerId_1302,2173,18,430015.8333333333,1235636.027663308,3,3,4,1,11,0
CustomerId_1303,2153,21,4761.9047619047615,6268.211562357815,4,4,3,2,13,0
CustomerId_1304,2168,3,50000.0,0.0,3,2,4,4,13,0
CustomerId_1306,2213,61,1014.0983606557377,1984.3446668435909,1,4,2,3,10,0
CustomerId_1307,2174,17,14920.588235294117,32368.421430189534,2,3,4,1,10,0
CustomerId_1308,2182,15,9903.866666666667,25991.4281745421,2,3,4,1,10,0
CustomerId_1310,2160,1,10000.0,0.0,3,1,4,4,12,0
CustomerId_1311,2169,33,1264.8484848484848,1393.6521741725078,3,4,2,3,12,0
CustomerId_1312,2167,1,1000.0,0.0,3,1,1,4,9,0
CustomerId_1313,2195,6,3166.6666666666665,7626.707459098367,2,2,3,1,8,1
CustomerId_1316,2163,2,15000.0,7071.067811865475,3,1,4,1,9,0
CustomerId_1317,2158,10,4500.0,6186.903731090195,3,3,3,2,11,0
CustomerId_1318,2212,7,712.2857142857143,1130.3754117232786,1,2,1,3,7,1
CustomerId_1320,2227,2,5000.0,0.0,1,1,4,4,10,0
CustomerId_1321,2211,2,30000.0,28284.2712474619,1,1,4,1,7,1
CustomerId_1322,2210,6,491.6666666666667,842.8621872326856,1,2,1,3,7,1
CustomerId_1323,2160,15,4000.0,6020.797289396148,3,3,3,2,11,0
CustomerId_1324,2153,45,14993.244444444445,35146.98168933866,4,4,4,1,13,0
CustomerId_1325,2197,5,8256.0,10833.867268893413,2,2,4,1,9,0
CustomerId_1326,2195,3,4333.333333333333,1154.7005383792514,2,2,3,3,10,0
CustomerId_1328,2170,1,1000.0,0.0,3,1,1,4,9,0
CustomerId_1329,2150,7,4571.428571428572,8263.517065131184,4,2,3,1,10,0
CustomerId_1330,2160,7,5714.285714285715,9516.902257112266,3,2,4,1,10,0
CustomerId_1331,2167,12,5500.0,5916.079783099616,3,3,4,2,12,0
CustomerId_1332,2231,2,1500.0,707.1067811865476,1,1,2,3,7,1
CustomerId_1335,2160,113,1777.4203539823009,4404.376749004483,3,4,2,2,11,0
CustomerId_1338,2225,2,11000.0,12727.922061357855,1,1,4,1,7,1
CustomerId_1339,2195,5,3800.0,6685.805860178712,2,2,3,2,9,0
CustomerId_1341,2208,11,1960.0,2140.1869077255847,1,3,2,3,9,0
CustomerId_1343,2199,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_1349,2201,7,1142.857142857143,377.9644730092272,2,2,2,4,10,0
CustomerId_1351,2228,15,6340.0,14258.721641758173,1,3,4,1,9,0
CustomerId_1353,2170,1,2000000.0,0.0,3,1,4,4,12,0
CustomerId_1355,2206,5,2000.0,0.0,1,2,2,4,9,0
CustomerId_1356,2237,1,5000.0,0.0,1,1,4,4,10,0
CustomerId_1357,2175,1,100.0,0.0,2,1,1,4,8,1
CustomerId_1358,2150,6,325.0,986.6610360199697,4,2,1,3,10,0
CustomerId_1359,2160,9,4444.444444444444,6463.573143221772,3,3,3,2,11,0
CustomerId_1360,2214,1,10000.0,0.0,1,1,4,4,10,0
CustomerId_1361,2230,9,1166.6666666666667,2260.530911091463,1,3,2,3,9,0
CustomerId_1362,2149,20,4000.0,7156.153038874272,4,3,3,1,11,0
CustomerId_1363,2202,1,5000.0,0.0,2,1,4,4,11,0
CustomerId_1365,2180,4,4625.0,6209.87117418711,2,2,3,2,9,0
CustomerId_1366,2170,5,180.0,843.0599029724993,3,2,1,3,9,0
CustomerId_1367,2153,6,3333.3333333333335,6088.2400303098,4,2,3,2,11,0
CustomerId_1369,2216,6,3166.6666666666665,7626.707459098367,1,2,3,1,7,1
CustomerId_1370,2213,7,16121.42857142857,23193.818449873972,1,2,4,1,8,1
CustomerId_1372,2167,1,500.0,0.0,3,1,1,4,9,0
CustomerId_1373,2187,1,10000.0,0.0,2,1,4,4,11,0
CustomerId_1375,2163,3,10000.0,8660.254037844386,3,2,4,1,10,0
CustomerId_1376,2187,2,110000.0,127279.22061357855,2,1,4,1,8,1
CustomerId_1377,2171,3,-6.666666666666667,1000.0666644445926,3,2,1,3,9,0
CustomerId_1378,2149,13,3846.153846153846,8060.667402539258,4,3,3,1,11,0
CustomerId_1379,2233,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_1380,2148,20,4000.0,7262.013639842819,4,3,3,1,11,0
CustomerId_1381,2210,1,5000.0,0.0,1,1,4,4,10,0
CustomerId_1382,2150,20,649.75,897.6262189504986,4,3,1,3,11,0
CustomerId_1384,2172,3,2333.3333333333335,577.3502691896258,3,2,2,3,10,0
CustomerId_1385,2166,1,50000.0,0.0,3,1,4,4,12,0
CustomerId_1386,2230,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_1387,2158,36,608.3333333333334,769.1755883504661,3,4,1,3,11,0
CustomerId_1389,2204,1,100000.0,0.0,1,1,4,4,10,0
CustomerId_1390,2170,1,500.0,0.0,3,1,1,4,9,0
CustomerId_1392,2198,5,2252.0,2489.4818738042663,2,2,2,3,9,0
CustomerId_1393,2213,2,100.0,7212.489168102785,1,1,1,1,4,1
CustomerId_1394,2219,1,10000.0,0.0,1,1,4,4,10,0
CustomerId_1395,2153,5,4000.0,6745.368781616021,4,2,3,2,11,0
CustomerId_1396,2216,7,4257.142857142857,6127.222628798234,1,2,3,2,8,1
CustomerId_1397,2149,10,680.0,1369.8033111038646,4,3,1,3,11,0
CustomerId_1398,2155,43,5041.186046511628,10694.189856125065,3,4,4,1,12,0
CustomerId_14,2232,1,-10000.0,0.0,1,1,1,4,7,1
CustomerId_1400,2197,1,500.0,0.0,2,1,1,4,8,1
CustomerId_1402,2180,6,1660.0,2166.4717861075414,2,2,2,3,9,0
CustomerId_1404,2153,2,2000.0,0.0,4,1,2,4,11,0
CustomerId_1406,2234,2,245.0,360.62445840513925,1,1,1,4,7,1
CustomerId_1407,2160,18,4776.666666666667,6531.834261792732,3,3,3,2,11,0
CustomerId_1408,2197,1,1000.0,0.0,2,1,1,4,8,1
CustomerId_1409,2153,24,1245.375,1915.7042935216775,4,4,2,3,13,0
CustomerId_1410,2153,13,4230.7692307692305,5035.7694902541325,4,3,3,2,12,0
CustomerId_1411,2182,6,1166.6666666666667,408.24829046386304,2,2,2,4,10,0
CustomerId_1413,2151,140,3509.7028571428573,6719.642394025806,4,4,3,2,13,0
CustomerId_1414,2153,4,2500.0,6757.711644237764,4,2,2,1,9,0
CustomerId_1415,2148,52,409.09615384615387,1649.0091767734211,4,4,1,3,12,0
CustomerId_1417,2183,2,3500.0,2121.3203435596424,2,1,3,3,9,0
CustomerId_1418,2172,1,3500.0,0.0,3,1,3,4,11,0
CustomerId_1419,2174,9,3802.777777777778,5534.782691709264,2,3,3,2,10,0
CustomerId_1420,2209,10,1185.0,1680.2513039555852,1,3,2,3,9,0
CustomerId_1421,2162,10,2981.0,6228.605069444611,3,3,3,2,11,0
CustomerId_1422,2237,3,4666.666666666667,7252.153703096296,1,2,3,1,7,1
CustomerId_1423,2232,14,597.1428571428571,883.2843306609763,1,3,1,3,8,1
CustomerId_1424,2167,5,4000.0,6745.368781616021,3,2,3,2,10,0
CustomerId_1425,2149,36,1635.8333333333333,5203.837251765003,4,4,2,2,12,0
CustomerId_1426,2231,1,10000.0,0.0,1,1,4,4,10,0
CustomerId_1427,2202,30,4000.0,7655.424040598882,2,4,3,1,10,0
CustomerId_1429,2153,36,5045.555555555556,9732.19999924975,4,4,4,1,13,0
CustomerId_1431,2212,1,5000.0,0.0,1,1,4,4,10,0
CustomerId_1432,2238,1,2000.0,0.0,1,1,2,4,8,1
CustomerId_1435,2160,29,3793.103448275862,5542.687011761068,3,4,3,2,12,0
CustomerId_1436,2202,4,2250.0,6601.767440112787,2,2,2,2,8,1
CustomerId_1437,2186,1,20000.0,0.0,2,1,4,4,11,0
CustomerId_1438,2152,32,4533.46875,8857.15637023158,4,4,3,1,12,0
CustomerId_1439,2202,1,500.0,0.0,2,1,1,4,8,1
CustomerId_1440,2149,4,110.0,837.4962686484042,4,2,1,3,10,0
CustomerId_1441,2205,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_1442,2160,9,4444.444444444444,6463.573143221772,3,3,3,2,11,0
CustomerId_1443,2180,2,1000.0,0.0,2,1,1,4,8,1
CustomerId_1444,2206,1,500.0,0.0,1,1,1,4,7,1
CustomerId_1445,2177,1,500.0,0.0,2,1,1,4,8,1
CustomerId_1447,2222,8,1231.25,1847.186567265395,1,3,2,3,9,0
CustomerId_1448,2162,3,1166.6666666666667,577.3502691896257,3,2,2,3,10,0
CustomerId_1449,2163,27,18250.666666666668,43571.03462340372,3,4,4,1,12,0
CustomerId_1450,2174,9,6747.222222222223,16366.268876700164,2,3,4,1,10,0
CustomerId_1451,2171,18,1030.5555555555557,2436.9417242355757,3,3,2,3,11,0
CustomerId_1452,2178,11,2236.3636363636365,3194.61194115114,2,3,2,2,9,0
CustomerId_1453,2159,11,1834.090909090909,2613.2420651193206,3,3,2,3,11,0
CustomerId_1454,2148,14,4285.714285714285,6877.2598683417,4,3,3,1,11,0
CustomerId_1455,2225,1,1000.0,0.0,1,1,1,4,7,1
CustomerId_1458,2190,1,500.0,0.0,2,1,1,4,8,1
CustomerId_1459,2194,1,10000.0,0.0,2,1,4,4,11,0
CustomerId_1461,2167,42,1561.904761904762,2612.7608872843903,3,4,2,3,12,0
CustomerId_1464,2160,4,2500.0,6757.711644237764,3,2,2,1,8,1
CustomerId_1466,2167,7,5457.142857142857,6181.654887071677,3,2,4,2,11,0
CustomerId_1467,2149,8,-1687.5,1589.6428170234615,4,3,1,3,11,0
CustomerId_1468,2168,15,26724.266666666666,28193.687255601504,3,3,4,1,11,0
CustomerId_1472,2153,66,3401.4545454545455,5290.541755541946,4,4,3,2,13,0
CustomerId_1474,2220,1,10000.0,0.0,1,1,4,4,10,0
CustomerId_1475,2229,8,2092.5,3703.6806017798026,1,3,2,2,8,1
CustomerId_1476,2224,8,1750.0,3414.3604295471127,1,3,2,2,8,1
